单词                  |音标                  |词性&词义               
surely                |/ˈʃʊrli/              |< adv. > - 无疑；一定；稳当地；显然 ;
surface               |/ˈsɜːrfɪs/            |< n. > - 表面；外表；平面 ;
surgeon               |/ˈsɜːrdʒən/           |< n. > - 外科医生 ;
surgery               |/ˈsɜːrdʒəri/          |< n. > - 外科手术；外科；诊所；手术室 ;
surname               |/ˈsɜːrneɪm/           |< n. > - 姓；绰号 ;
surprise              |/sərˈpraɪz/           |< n. > - 惊奇；惊喜；惊讶；突然 ;
surprising            |/sərˈpraɪzɪŋ/         |< adj. > - 令人惊讶的，出人意料的 ;
surprisingly          |/səˈpraɪzɪŋli/        |< adv. > - 惊人地；意外地 ;
surrender             |/səˈrendər/           |< v. > - 投降；屈服；放弃 ;
surround              |/səˈraʊnd/            |< vt. > - 包围；环绕 ;
surrounding           |/səˈraʊndɪŋ/          |< adj. > - 周围的 ;
surroundings          |/səˈraʊndɪŋz/         |< n. > - 周围的事物；环境 ;
survey                |/ˈsɜːrveɪ/            |< n. > - 问卷；测量；调查；纵览；视察 ;
survive               |/sərˈvaɪv/            |< vt. > - 幸免于难；存活；艰难度过；比  ;
survivor              |/sərˈvaɪvər/          |< n. > - 幸存者 ;
suspect               |/səˈspekt/            |< v. > - 怀疑；猜想 ;
suspend               |/səˈspend/            |< v. > - 暂停；悬浮；中止；勒令停职 ;
suspicion             |/səˈspɪʃn/            |< n. > - 猜疑；怀疑 ;
suspicious            |/səˈspɪʃəs/           |< adj. > - 可疑的；多疑的 ;
sustain               |/səˈsteɪn/            |< vt. > - 支持；承受；维持；认可；经受 ;
swallow               |/ˈswɑːloʊ/            |< n. > - 燕子；吞咽；一次吞咽的量 ;
swamp                 |/swɑːmp/              |< n. > - 沼泽；湿地；困境 ;
swan                  |/swɑːn/               |< n. > - 天鹅 ;
swarm                 |/swɔːrm/              |< n. > - 群；蜂群 ;
sway                  |/sweɪ/                |< v. > - 摇动；摇摆；支配；影响；说服，使相信 ;
swear                 |/swer/                |< v. > - 咒骂；发誓；宣誓 ;
sweat                 |/swet/                |< n. > - 汗水 ;
sweater               |/ˈswetər/             |< n. > - 毛衣；出汗者 ;
sweep                 |/swiːp/               |< v. > - 打扫；掠过；扫视；席卷；全胜；清除 ;
sweeping              |/ˈswiːpɪŋ/            |< n. > - 扫除 ;
sweet                 |/swiːt/               |< adj. > - 甜的；芳香的；悦耳的；漂亮的 ;
swell                 |/swel/                |< v. > - （使）膨胀；（使）鼓起；（使）增长 ;
swerve                |/swɜːrv/              |< vi. > - 突然转向；转弯；偏离方向 ;
swift                 |/swɪft/               |< adj. > - 快的；迅速的；敏捷的 ;
swiftly               |/swɪftli/             |< adv. > - 迅速地；敏捷地 ;
swim                  |/swɪm/                |< v. > - 游泳 ;
swimmer               |/ˈswɪmər/             |< n. > - 游泳者 ;
swing                 |/swɪŋ/                |< n. > - 摇摆；改变；冲力；秋千 ;
Swiss                 |/swɪs/                |< adj. > - 瑞士的 ;
switch                |/swɪtʃ/               |< n. > - 转换；开关；鞭子 ;
sword                 |/sɔːrd/               |< n. > - 剑；刀 ;
syllable              |/ˈsɪləbl/             |< n. > - 音节 ;
symbol                |/ˈsɪmbl/              |< n. > - 符号；象征；标志 ;
sympathetic           |/ˌsɪmpəˈθetɪk/        |< adj. > - 同情的；共鸣的；赞同的 ;
sympathetically       |/ˌsɪmpəˈθetɪklɪ/      |< adv. > - 同情地；表示好感地 ;
sympathize            |/ˈsɪmpəθaɪz/          |< vi. > - 同情；同感；赞成 ;
sympathy              |/ˈsɪmpəθi/            |< n. > - 同情；同情心；同感；赞同；慰问 ;
symptom               |/ˈsɪmptəm/            |< n. > - 症状；征兆 ;
synthetic             |/sɪnˈθetɪk/           |< adj. > - 合成的；人造的；综合的；虚伪的 ;
system                |/ˈsɪstəm/             |< n. > - 系统；体系；身体；制度 ;
table                 |/ˈteɪbl/              |< n. > - 桌子；台子；餐桌；一桌人；表格；目录；（竞赛的）排名榜 ;
table-cloth           |/'teɪbl klɒθ/         |< n. > - (餐桌用的)台布 ;
tablet                |/ˈtæblət/             |< n. > - 药片；匾；片状物；平板电脑 ;
tag                   |/tæɡ/                 |< n. > - 标签；附属物；捉人游戏；谚语；名称 ;
tail                  |/teɪl/                |< n. > - 后部；尾巴；尾部；辫子；跟随者 ;
tailor                |/ˈteɪlər/             |< n. > - 裁缝 ;
take                  |/teɪk/                |< v. > - 拿；取；执行；需要；接受；理解；修(课程)；花费；吃（喝）；认为；搭乘 ;
tale                  |/teɪl/                |< n. > - 故事；叙述；传说 ;
talent                |/ˈtælənt/             |< n. > - 天赋；才能，才艺；天才；人才；<英俚>美人 ;
talk                  |/tɔːk/                |< v. > - 交谈；商讨；演讲；阐述；劝服 ;
tall                  |/tɔːl/                |< adj. > - 高的 ;
tame                  |/teɪm/                |< adj. > - 驯服的；柔顺的；乏味的 ;
tan                   |/tæn/                 |< n. > - 棕褐色；黝黑 ;
tank                  |/tæŋk/                |< n. > - 箱；罐；槽；贮水池；坦克 ;
tanker                |/ˈtæŋkər/             |< n. > - 油轮；加油飞机；罐车 ;
tap                   |/tæp/                 |< n. > - 龙头；塞子；窃听 ;
tape                  |/teɪp/                |< n. > - 磁带；胶布；终点 ;
target                |/ˈtɑːrɡɪt/            |< n. > - 目标；对象；靶 ;
task                  |/tæsk/                |< n. > - 任务；工作 ;
taste                 |/teɪst/               |< n. > - 味觉；味道；尝试；品味；爱好 ;
taunt                 |/tɔːnt/               |< n. > - 辱骂；嘲弄 ;
tax                   |/tæks/                |< n. > - 税；负担 ;
taxi                  |/ˈtæksi/              |< n. > - 出租车 ;
tea                   |/tiː/                 |< n. > - 茶；茶叶；茶树；茶点 ;
teach                 |/tiːtʃ/               |< vt. > - 教；教导；教授；教训 ;
teacher               |/ˈtiːtʃər/            |< n. > - 教师 ;
teaching              |/ˈtiːtʃɪŋ/            |< n. > - 教学；教义 ;
team                  |/tiːm/                |< n. > - 队；组 ;
tear                  |/ter/                 |< vt. > - 撕掉；扯下；扰乱 ;
technical             |/ˈteknɪkl/            |< adj. > - 技术的；专业的；工艺的 ;
technically           |/ˈteknɪkli/           |< adv. > - 技术上；学术上；严密地 ;
technician            |/tekˈnɪʃn/            |< n. > - 技术员；技师 ;
technique             |/tekˈniːk/            |< n. > - 技术；技巧；技能 ;
technology            |/tekˈnɑːlədʒi/        |< n. > - 技术；工艺；工艺学 ;
tedious               |/ˈtiːdiəs/            |< adj. > - 单调乏味的；沉闷的 ;
teenager              |/ˈtiːneɪdʒər/         |< n. > - 青少年；13岁到19岁的年轻人 ;
telegram              |/ˈtelɪɡræm/           |< n. > -  电报 ;
telegraph             |/ˈtelɪɡræf/           |< n. > - 电报；电报机 ;
telephone             |/ˈtelɪfoʊn/           |< n. > - 电话 ;
telescope             |/ˈtelɪskoʊp/          |< n. > - 望远镜 ;
television            |/ˈtelɪvɪʒn/           |< n. > - 电视机；电视节目；电视行业 ;
tell                  |/tel/                 |< v. > - 告诉；吩咐；讲述；表达；辨别；判断；泄露；告发；产生效果 ;
temper                |/ˈtempər/             |< n. > - 脾气；性情 ;
temperature           |/ˈtemprətʃər/         |< n. > - 气温；体温；温度；发烧 ;
temple                |/ˈtempl/              |< n. > - 神殿；寺院；庙宇 ;
temporarily           |/ˈtemprərəli/         |< adv. > - 暂时地；临时地 ;
temporary             |/ˈtempəreri/          |< adj. > - 暂时的；临时的 ;
tempt                 |/tempt/               |< vt. > - 诱惑；怂恿；引诱；吸引 ;
temptation            |/tempˈteɪʃn/          |< n. > - 诱惑；引诱物 ;
ten                   |/ten/                 |< num. > - 十 ;
tenant                |/ˈtenənt/             |< n. > - 房客；佃户；承租人；<律>占用者 ;
tend                  |/tend/                |< v. > - 趋向；易于；朝向 ;
tendency              |/ˈtendənsi/           |< n. > - 趋势；倾向；秉性 ;
tender                |/ˈtendər/             |< adj. > - 温柔的；脆弱的；敏感的；亲切的；嫩的；痛的 ;
tennis                |/ˈtenɪs/              |< n. > - 网球 ;
tense                 |/tens/                |< adj. > - 紧张的；绷紧的；拉紧的 ;
tent                  |/tent/                |< n. > - 帐篷 ;
tenth                 |/tenθ/                |< n. > - 第十；十分之一 ;
term                  |/tɜːrm/               |< n. > - 学期；术语；条件；条款；期限；名词 ;
terminal              |/ˈtɜːrmɪnl/           |< n. > - 末端；终点站；终点；终端机；航站楼 ;
terrible              |/ˈterəbl/             |< adj. > - 可怕的；极度的；糟糕的 ;
terrific              |/təˈrɪfɪk/            |< adj. > - 可怕的；极好的；非常的；危险的 ;
terrify               |/ˈterɪfaɪ/            |< v. > - 使害怕；使恐怖；威胁 ;
terrifying            |/ˈterəˌfaɪŋ/          |< adj. > - 可怕的 ;
territory             |/ˈterətɔːri/          |< n. > - 领土；领域；版图；范围 ;
terror                |/ˈterər/              |< n. > - 恐怖；惊骇；<口>令人惧怕或讨厌的人或事物 ;
test                  |/test/                |< n. > - 考验；试验；测试 ;
text                  |/tekst/               |< n. > - 正文；文本；课文；原文 ;
textbook              |/ˈtekstbʊk/           |< n. > - 课本；教科书 ;
textile               |/ˈtekstaɪl/           |< n. > - 纺织品 ;
than                  |/ðən/                 |< conj. > - 比；除…外（用于other等之后）；与其…（用于 rather等之后）；一…就（用于 no sooner等之后） ;
thank                 |/θæŋk/                |< v. > - 感谢；谢谢；责怪 ;
that                  |/ðət/                 |< pron. > - 那 ;
the                   |/ðə/                  |< art. > - 那；这；这些；那些 ;
theatre               |/ˈθiːətər/            |< n. > - 戏院；剧场；戏剧；手术室；战区 ;
theatrical            |/θiˈætrɪkl/           |< adj. > - 剧场的；夸张的 ;
theft                 |/θeft/                |< n. > - 偷窃 ;
their                 |/ðer/                 |< adj. > - 他们的；她们的；它们的 ;
theirs                |/ðerz/                |< pron. > - 他(她；它)们的 ;
them                  |/ðəm/                 |< pron. > - 他们；她们；它们；性别不详的人（代替him或her） ;
themselves            |/ðəmˈselvz/           |< pron. > - 他/她/它们自己；他/她/它们亲自；指性别不详的人时用以代替himself或herself ;
then                  |/ðen/                 |< adv. > - 那么；然后；当时；而且 ;
theoretical           |/ˌθiːəˈretɪkl/        |< adj. > - 理论上的 ;
theory                |/ˈθɪri/               |< n. > - 学说；理论；原理；意见 ;
there                 |/ðer/                 |< adv. > - 在那里；到那里；从那里 ;
thereby               |/ˌðerˈbaɪ/            |< adv. > - 因此；从而 ;
therefore             |/ˈðerfɔːr/            |< adv. > - 因此；所以 ;
thermometer           |/θərˈmɑːmɪtər/        |< n. > - 温度计 ;
these                 |/ðiːz/                |< pron. > - 这些 ;
they                  |/ðeɪ/                 |< pron. > - 他们 ;
thick                 |/θɪk/                 |< adj. > - 厚的；浓密的；粗的；愚笨的 ;
thickness             |/ˈθɪknəs/             |< n. > - 厚度；浓度；层 ;
